time,gpsSpeed,gpsCourse,gpsAccuracyVert,gpsAccuracyHor,alt,altPressure
1456676066,0.93,318.1640625,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676067,0.83,315,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676068,0.83,304.1015625,4,5,0.2818737,101.1718
1456676069,1.13,330.1171875,4,5,0.2818737,101.1718
1456676069,1.13,330.1171875,4,5,0.2818737,101.1718
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676069,1.13,330.1171875,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676070,1.13,328.7109375,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.3020077,101.1715
1456676071,0.81,318.515625,4,5,0.2627468,101.172
1456676071,0.81,318.515625,4,5,0.2627468,101.172
1456676071,0.81,318.515625,4,5,0.2627468,101.172
1456676071,0.81,318.515625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676072,0.81,271.40625,4,5,0.2627468,101.172
1456676073,1.6,278.7890625,4,5,0.2627468,101.172
1456676073,1.6,278.7890625,4,5,0.2627468,101.172
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676073,1.6,278.7890625,4,5,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,0.01459694,101.175
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676074,1.58,278.4375,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,-0.05587006,101.1758
1456676075,1.62,287.578125,4,25,0.01459694,101.175
1456676075,1.62,287.578125,4,25,0.01459694,101.175
1456676075,1.62,287.578125,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676076,1.58,292.1484375,4,25,0.01459694,101.175
1456676077,1.11,299.1796875,4,25,0.01459694,101.175
1456676077,1.11,299.1796875,4,25,0.01459694,101.175
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676077,1.11,299.1796875,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.1887541,101.1729
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676078,1.04,302.6953125,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.2838869,101.1718
1456676079,1.04,302.34375,4,25,0.3961353,101.1704
1456676079,1.04,302.34375,4,25,0.3961353,101.1704
1456676079,1.04,302.34375,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676080,1.04,299.8828125,4,25,0.3961353,101.1704
1456676081,0,297.7734375,4,25,0.3961353,101.1704
1456676081,0,297.7734375,4,25,0.3961353,101.1704
1456676081,0,297.7734375,4,25,0.3961353,101.1704
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676081,0,297.7734375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.5400972,101.1687
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676082,0.62,313.59375,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,0.9161177,101.1642
1456676083,0.38,10.546875,4,25,1.350043,101.159
1456676083,0.38,10.546875,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676084,0,62.578125,4,25,1.350043,101.159
1456676085,0.38,337.5,4,25,1.350043,101.159
1456676085,0.38,337.5,4,25,1.350043,101.159
1456676085,0.38,337.5,4,25,1.350043,101.159
1456676085,0.38,337.5,4,25,1.350043,101.159
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676085,0.38,337.5,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,1.525733,101.1569
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676086,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.144949,101.1494
1456676087,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676088,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,2.679619,101.143
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
1456676089,0,256.2890625,4,25,3.138288,101.1375
